,cong_position,Retweets,Likes,Incivility,posemo,negemo,anx,anger,sad,is_policy,CAP_Policy,weighted_pol,cat,year,group_status
862,R,0,0,0.41528356,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
863,R,0,0,0.55483955,0.0,8.33,0.0,0.0,8.33,1,P19,,,2008,NA
864,R,0,0,0.37962794,0.0,20.83,0.0,4.17,4.17,1,P19,,,2008,NA
865,R,0,0,0.1817542,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
866,R,0,0,0.11808116,0.0,0.0,0.0,0.0,0.0,1,P5,,,2008,NA
867,R,0,0,0.3220841,0.0,11.54,3.85,0.0,3.85,1,P19,,,2008,NA
868,R,0,0,0.059848607,19.05,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
869,R,0,0,0.07263188,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
870,R,0,0,0.116839364,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
871,R,0,0,0.49442247,4.17,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
872,R,0,0,0.0774409,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
873,R,0,0,0.21155016,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
874,R,0,1,0.07623019,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
875,R,0,1,0.0595757,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
876,R,0,0,0.18143032,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican Out-Group,2008,OutGroup
877,R,0,0,0.12551695,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
878,R,0,1,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
879,R,0,0,0.1973252,4.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
880,R,0,0,0.04761261,4.55,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
881,R,0,0,0.06177506,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
882,R,0,0,0.091222666,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
883,R,0,0,0.106822744,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
884,R,0,0,0.07377312,8.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
885,R,0,0,0.10471518,3.85,0.0,0.0,0.0,0.0,1,P8,,Republican Out-Group,2008,OutGroup
886,R,0,0,0.054019395,4.35,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
887,R,0,0,0.23112883,0.0,3.85,3.85,0.0,0.0,1,P0,,,2008,NA
888,R,0,0,0.14204842,4.35,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
889,R,0,0,0.028929705,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
890,R,0,0,0.078166984,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
891,R,0,0,0.097092286,0.0,5.0,0.0,0.0,0.0,1,P1,,,2008,NA
892,R,0,0,0.23431903,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
893,R,0,0,0.045170475,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
894,R,0,0,0.06788955,4.17,0.0,0.0,0.0,0.0,1,P3,,,2008,NA
895,R,0,1,0.051881175,11.11,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
896,R,0,0,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
897,R,0,0,0.07372844,0.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
898,R,0,0,0.068182915,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
899,R,0,0,0.11575247,4.35,4.35,0.0,0.0,0.0,1,P1,,,2008,NA
900,R,0,0,0.06717337,20.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
901,R,0,0,0.07430931,50.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
902,R,0,0,0.03895369,10.0,0.0,0.0,0.0,0.0,0,P15,,,2008,NA
903,R,0,0,0.111227065,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
904,R,0,0,0.07076672,4.76,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
905,R,0,0,0.11669386,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
906,R,0,0,0.07298547,15.79,5.26,0.0,0.0,0.0,0,P15,,,2008,NA
907,R,0,0,0.117297165,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
908,R,0,0,0.1961126,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
909,R,0,0,0.2045681,7.14,7.14,7.14,0.0,0.0,1,P1,,,2008,NA
910,R,0,0,0.072202735,4.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
911,R,0,0,0.0699466,20.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
912,R,0,0,0.29809868,10.53,5.26,0.0,0.0,0.0,1,P9,,,2008,NA
913,R,0,0,0.08063319,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
914,R,0,0,0.06682085,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
915,R,0,1,0.21730287,0.0,0.0,0.0,0.0,0.0,1,P13,,,2008,NA
916,R,0,1,0.5338516,4.55,4.55,0.0,0.0,0.0,1,P14,,Republican Out-Group,2008,OutGroup
917,R,0,1,0.23020944,3.7,3.7,0.0,0.0,0.0,1,P1,,,2008,NA
918,R,0,1,0.19331563,9.52,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
919,R,0,2,0.07377417,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
920,R,0,0,0.05588463,8.0,0.0,0.0,0.0,0.0,1,P13,,,2008,NA
921,R,0,0,0.1877244,0.0,0.0,0.0,0.0,0.0,1,P13,,,2008,NA
922,R,0,0,0.1744914,0.0,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
923,R,0,0,0.14468248,0.0,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
924,R,0,1,0.25447565,0.0,5.0,0.0,0.0,0.0,1,P1,,,2008,NA
925,R,0,0,0.12698072,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
926,R,0,0,0.05785096,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
927,R,0,0,0.33696374,4.35,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
928,R,0,0,0.3754511,5.56,0.0,0.0,0.0,0.0,1,P9,,,2008,NA
929,R,0,0,0.22656734,0.0,4.35,0.0,4.35,0.0,1,P11,,,2008,NA
930,R,0,0,0.062041614,20.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
931,R,0,0,0.07940858,0.0,10.0,0.0,0.0,10.0,0,P0,,,2008,NA
932,R,0,0,0.14302966,0.0,4.0,0.0,0.0,0.0,1,P14,,,2008,NA
933,R,0,0,0.074628286,14.29,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
934,R,0,0,0.03138419,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
935,R,0,0,0.19459067,0.0,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
936,R,0,0,0.19742885,6.67,6.67,0.0,3.33,3.33,0,P0,,,2008,NA
937,R,0,1,0.07747701,4.0,0.0,0.0,0.0,0.0,1,P10,,,2008,NA
938,R,0,0,0.10922915,7.41,0.0,0.0,0.0,0.0,0,P1,,,2008,NA
939,R,0,0,0.2317235,0.0,0.0,0.0,0.0,0.0,1,P10,,,2008,NA
940,R,0,0,0.19331297,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
941,R,0,0,0.06982708,23.08,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
942,R,0,0,0.2047123,4.35,0.0,0.0,0.0,0.0,1,P11,,,2008,NA
943,R,0,1,0.21803065,4.35,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
944,R,0,0,0.0606595,4.35,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
945,R,0,0,0.17383312,5.26,0.0,0.0,0.0,0.0,1,P10,,,2008,NA
946,R,0,0,0.16284548,7.14,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
947,R,0,1,0.119102366,0.0,0.0,0.0,0.0,0.0,1,P12,,,2008,NA
948,R,0,1,0.088002734,9.09,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
949,R,0,0,0.17788903,0.0,0.0,0.0,0.0,0.0,1,P11,,,2008,NA
950,R,0,0,0.10432954,0.0,0.0,0.0,0.0,0.0,1,P9,,,2008,NA
951,R,0,0,0.12817152,0.0,4.55,0.0,4.55,0.0,1,P9,,,2008,NA
952,R,0,0,0.06324562,4.17,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
953,R,0,0,0.14441073,0.0,10.53,0.0,5.26,0.0,0,P0,,,2008,NA
954,R,0,0,0.16539338,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
955,R,0,0,0.07260103,3.57,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
956,R,0,0,0.17111492,4.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
957,R,0,0,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
958,R,0,0,0.06808524,4.35,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
959,R,0,0,0.20824009,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
960,R,0,0,0.1321869,9.52,0.0,0.0,0.0,0.0,0,P15,,Republican Out-Group,2008,OutGroup
961,R,0,0,0.11964917,4.76,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
962,R,0,0,0.112495825,0.0,8.33,0.0,0.0,4.17,1,P3,,,2008,NA
963,R,0,0,0.3041519,0.0,5.26,0.0,5.26,0.0,0,P19,,,2008,NA
964,R,0,0,0.11416936,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
965,R,0,0,0.0775968,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
966,R,0,0,0.21827756,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
967,R,0,1,0.16070929,0.0,3.85,3.85,0.0,0.0,0,P0,,,2008,NA
968,R,0,2,0.07254917,0.0,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
969,R,0,1,0.09673444,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
970,R,0,0,0.05499196,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
971,R,0,1,0.37319845,0.0,7.69,0.0,0.0,3.85,1,P1,,,2008,NA
972,R,0,0,0.073886216,4.55,4.55,0.0,0.0,0.0,1,P1,,,2008,NA
973,R,0,0,0.17743966,7.69,7.69,0.0,0.0,0.0,1,P19,,,2008,NA
974,R,0,0,0.13300972,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
975,R,0,0,0.1761146,9.52,0.0,0.0,0.0,0.0,0,P1,,,2008,NA
976,R,0,1,0.092872605,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
977,R,0,0,0.07196674,4.17,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
978,R,0,0,0.07346396,0.0,13.04,0.0,0.0,0.0,1,P1,,,2008,NA
979,R,0,0,0.14194566,8.7,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
980,R,0,0,0.07196674,4.17,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
981,R,0,0,0.1102731,5.26,10.53,0.0,0.0,0.0,1,P1,,,2008,NA
982,R,0,0,0.09516513,5.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
983,R,0,0,0.07155396,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
984,R,0,0,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
985,R,1,0,0.028153112,0.0,0.0,0.0,0.0,0.0,0,P10,0.0,,2008,NA
986,R,0,0,0.06643725,0.0,0.0,0.0,0.0,0.0,1,P6,,Republican Out-Group,2008,OutGroup
987,R,0,0,0.052312728,0.0,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
988,R,0,0,0.034710567,0.0,0.0,0.0,0.0,0.0,1,P0,,,2008,NA
989,R,0,0,0.116324164,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
990,R,0,0,0.24924329,0.0,4.0,0.0,0.0,0.0,1,P14,,,2008,NA
991,R,0,0,0.05603639,4.55,0.0,0.0,0.0,0.0,1,P10,,,2008,NA
992,R,0,0,0.36055666,8.33,0.0,0.0,0.0,0.0,1,P10,,Republican In-Group,2008,InGroup
993,R,0,0,0.11470544,9.09,0.0,0.0,0.0,0.0,1,P10,,,2008,NA
994,R,0,0,0.023369223,0.0,0.0,0.0,0.0,0.0,1,P6,,,2008,NA
995,R,0,0,0.11290993,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
996,R,0,0,0.1568488,3.45,0.0,0.0,0.0,0.0,0,P18,,,2008,NA
997,R,0,0,0.27231956,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
998,R,0,0,0.081000805,0.0,0.0,0.0,0.0,0.0,1,P0,,,2008,NA
999,R,0,0,0.21246973,4.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
