,rt_userid,cong_original_ID,overall,max_pol,weighted_pol,weighted_pol_binary,pol_count,congressperson,Incivility,cong_position,is_policy,CAP_Policy,cat
670,199328,40450699187716096,0.02,-1.0,-1.0,-1.0,1.0,russfeingold,0.0914084,D,1,1,
671,107121,40450699187716096,0.03,-2.0,-2.0,-1.0,2.0,russfeingold,0.0914084,D,1,1,
672,1075498,40450699187716096,0.25,0.0,-0.4871794871794872,-0.4564102564102564,195.0,russfeingold,0.0914084,D,1,1,
673,213887,40450699187716096,0.01,-2.0,-1.0625,-0.75,16.0,russfeingold,0.0914084,D,1,1,
674,978995,40450699187716096,0.05,-1.0,-1.0215827338129495,-0.7841726618705036,139.0,russfeingold,0.0914084,D,1,1,
675,1339972,40450699187716096,0.83,-1.0,-0.821917808219178,-0.6027397260273972,73.0,russfeingold,0.0914084,D,1,1,
676,581625,40450699187716096,0.15,-1.0,-0.39999999999999997,-0.3,10.0,russfeingold,0.0914084,D,1,1,
677,962925,40450699187716096,0.1,-1.0,-1.0742857142857143,-0.8142857142857143,350.0,russfeingold,0.0914084,D,1,1,
678,256510,40450699187716096,0.0,-1.0,-1.08,-0.72,25.0,russfeingold,0.0914084,D,1,1,
679,712600,40450699187716096,0.43,-1.0,-1.0,-1.0,1.0,russfeingold,0.0914084,D,1,1,
680,372268,40450699187716096,0.03,-1.0,-1.0816326530612244,-0.7959183673469388,49.0,russfeingold,0.0914084,D,1,1,
681,478819,40450699187716096,0.08,-2.0,-1.0555555555555554,-0.6666666666666667,72.0,russfeingold,0.0914084,D,1,1,
682,467377,40450699187716096,0.19,-2.0,-1.3027522935779816,-0.8547400611620796,654.0,russfeingold,0.0914084,D,1,1,
683,251486,40450699187716096,0.25,-2.0,-1.423841059602649,-0.8543046357615894,151.0,russfeingold,0.0914084,D,1,1,
684,211801,40450699187716096,0.0,-1.0,-0.9833333333333335,-0.7666666666666666,60.0,russfeingold,0.0914084,D,1,1,
685,228496,40450699187716096,0.03,-1.0,-0.9797979797979798,-0.8383838383838385,99.0,russfeingold,0.0914084,D,1,1,
686,351700,40450699187716096,0.1,-1.0,-0.9384615384615385,-0.8735042735042735,585.0,russfeingold,0.0914084,D,1,1,
687,407204,40450699187716096,0.07,-1.0,-0.6666666666666666,-0.6153846153846154,78.0,russfeingold,0.0914084,D,1,1,
688,554251,40450699187716096,0.23,-2.0,-1.1809045226130654,-0.7839195979899497,199.0,russfeingold,0.0914084,D,1,1,
689,222206,40450699187716096,0.16,-2.0,-2.0,-1.0,1.0,russfeingold,0.0914084,D,1,1,
690,1080041,40450699187716096,0.84,-2.0,-2.0,-1.0,1.0,russfeingold,0.0914084,D,1,1,
691,1034180,40450699187716096,0.02,-1.0,-0.7894736842105263,-0.631578947368421,19.0,russfeingold,0.0914084,D,1,1,
692,438050,40450699187716096,0.06,-1.0,-1.0,-1.0,1.0,russfeingold,0.0914084,D,1,1,
693,362223,40453054272770000,0.2,-1.0,-0.855297157622739,-0.7674418604651163,387.0,RepJimMcDermott,0.35893854,D,0,19,Democrat Out-Group
694,224459,40453054272770000,0.72,-1.0,-1.0,-1.0,1.0,RepJimMcDermott,0.35893854,D,0,19,Democrat Out-Group
695,297232,40453054272770000,0.34,-2.0,-1.2717391304347825,-0.7717391304347827,92.0,RepJimMcDermott,0.35893854,D,0,19,Democrat Out-Group
696,1554175,40453054272770000,0.27,-1.0,-0.9793281653746769,-0.8811369509043928,387.0,RepJimMcDermott,0.35893854,D,0,19,Democrat Out-Group
697,412090,40453054272770000,0.2,-1.0,-0.6631016042780747,-0.5187165775401069,187.0,RepJimMcDermott,0.35893854,D,0,19,Democrat Out-Group
698,395204,100314258839060000,0.13,0.0,0.0,0.0,3.0,USRepMikeDoyle,0.2466107,D,1,15,
699,1180651,100314258839060000,0.12,-1.0,-0.3,-0.4,10.0,USRepMikeDoyle,0.2466107,D,1,15,
700,398528,100314258839060000,0.08,1.0,1.0000000000000002,0.8461538461538463,13.0,USRepMikeDoyle,0.2466107,D,1,15,
701,871568,100314258839060000,0.15,-1.0,0.12781954887218044,-0.21804511278195488,133.0,USRepMikeDoyle,0.2466107,D,1,15,
702,214366,30720467430015000,0.16,-1.0,-0.39583333333333337,-0.33333333333333337,48.0,alfranken,0.042936686,D,1,16,
703,222389,30720467430015000,0.02,-1.0,-0.6837606837606838,-0.6239316239316239,117.0,alfranken,0.042936686,D,1,16,
704,476319,30720467430015000,0.22,-1.0,-0.9247787610619469,-0.6814159292035399,226.0,alfranken,0.042936686,D,1,16,
705,1129914,30720467430015000,0.12,-2.0,-1.1851851851851851,-0.762962962962963,270.0,alfranken,0.042936686,D,1,16,
706,1195144,30720467430015000,0.24,-1.0,-1.2222222222222223,-0.8472222222222222,72.0,alfranken,0.042936686,D,1,16,
707,968345,30720467430015000,0.24,-1.0,-0.9516129032258064,-0.7580645161290323,62.0,alfranken,0.042936686,D,1,16,
708,148854,30720467430015000,0.64,-2.0,-1.5,-1.0,4.0,alfranken,0.042936686,D,1,16,
709,182176,30720467430015000,0.01,-1.0,-1.2647058823529411,-0.9117647058823529,34.0,alfranken,0.042936686,D,1,16,
710,488936,30720467430015000,0.66,-1.0,-0.6666666666666666,-0.6666666666666667,6.0,alfranken,0.042936686,D,1,16,
711,598534,30720467430015000,0.05,-1.0,-0.967741935483871,-0.7741935483870968,62.0,alfranken,0.042936686,D,1,16,
712,418855,30720467430015000,0.33,-2.0,-0.9695431472081218,-0.6142131979695431,197.0,alfranken,0.042936686,D,1,16,
713,75277,30720467430015000,0.01,-1.0,-0.7586206896551725,-0.6206896551724138,29.0,alfranken,0.042936686,D,1,16,
714,271325,30720467430015000,0.02,-1.0,-0.8061224489795918,-0.5918367346938775,98.0,alfranken,0.042936686,D,1,16,
715,887520,30720467430015000,0.01,0.0,-0.5,-0.5,6.0,alfranken,0.042936686,D,1,16,
716,562605,30720467430015000,0.03,-1.0,-0.4477611940298507,-0.47761194029850745,67.0,alfranken,0.042936686,D,1,16,
717,338198,30720467430015000,0.05,-1.0,-0.8,-0.6000000000000001,65.0,alfranken,0.042936686,D,1,16,
718,470900,30720467430015000,0.01,-1.0,-0.9295774647887324,-0.7887323943661971,71.0,alfranken,0.042936686,D,1,16,
719,255363,30720467430015000,0.03,-1.0,-0.9291338582677166,-0.8661417322834645,127.0,alfranken,0.042936686,D,1,16,
720,460878,30720467430015000,0.0,-2.0,-0.75,-0.5,4.0,alfranken,0.042936686,D,1,16,
721,835110,30720467430015000,0.22,-2.0,-2.0,-1.0,1.0,alfranken,0.042936686,D,1,16,
722,1395729,30720467430015000,0.05,-1.0,-1.125,-0.84375,32.0,alfranken,0.042936686,D,1,16,
723,227591,30720467430015000,0.04,-1.0,-0.7391304347826086,-0.6956521739130435,23.0,alfranken,0.042936686,D,1,16,
724,205040,30720467430015000,0.92,-1.0,-1.25,-1.0,4.0,alfranken,0.042936686,D,1,16,
725,338861,30720467430015000,0.46,,,,,alfranken,0.042936686,D,1,16,
726,283395,30720467430015000,0.0,-1.0,-0.688888888888889,-0.5333333333333333,45.0,alfranken,0.042936686,D,1,16,
727,1255378,30720467430015000,0.11,-1.0,-0.8571428571428571,-0.7142857142857143,7.0,alfranken,0.042936686,D,1,16,
728,378874,30720467430015000,0.0,-2.0,-1.12,-0.74,50.0,alfranken,0.042936686,D,1,16,
729,1466064,30720467430015000,0.02,-1.0,-0.8958333333333334,-0.7291666666666666,48.0,alfranken,0.042936686,D,1,16,
730,1404166,30720467430015000,0.02,-1.0,-0.9090909090909091,-0.6818181818181819,22.0,alfranken,0.042936686,D,1,16,
731,783964,30720467430015000,0.01,-1.0,-0.9890109890109893,-0.7692307692307692,91.0,alfranken,0.042936686,D,1,16,
732,563249,30720467430015000,0.2,-2.0,-1.2741935483870968,-0.8387096774193549,62.0,alfranken,0.042936686,D,1,16,
733,390023,30720467430015000,0.04,-2.0,-2.0,-1.0,2.0,alfranken,0.042936686,D,1,16,
734,120918,30720467430015000,0.11,-1.0,-0.9075630252100841,-0.7899159663865547,119.0,alfranken,0.042936686,D,1,16,
735,242805,30720467430015000,0.24,-1.0,-1.3448275862068966,-0.9310344827586207,58.0,alfranken,0.042936686,D,1,16,
736,220482,30720467430015000,0.01,-1.0,-0.8400000000000001,-0.76,25.0,alfranken,0.042936686,D,1,16,
737,426241,30720467430015000,0.03,-2.0,-1.5,-1.0,2.0,alfranken,0.042936686,D,1,16,
738,1514153,30720467430015000,0.03,-1.0,-1.0,-0.8529411764705882,34.0,alfranken,0.042936686,D,1,16,
739,174381,30720467430015000,0.12,-1.0,-0.8985507246376812,-0.7536231884057971,138.0,alfranken,0.042936686,D,1,16,
740,403665,30720467430015000,0.0,-1.0,-0.9929577464788732,-0.8732394366197184,142.0,alfranken,0.042936686,D,1,16,
741,324502,30720467430015000,0.36,2.0,0.5,0.0,2.0,alfranken,0.042936686,D,1,16,
742,252907,30720467430015000,0.04,-1.0,-1.0285714285714287,-0.7285714285714286,70.0,alfranken,0.042936686,D,1,16,
743,460678,30720467430015000,0.04,-2.0,-1.0952380952380951,-0.7619047619047619,21.0,alfranken,0.042936686,D,1,16,
744,828773,30720467430015000,0.0,-1.0,-0.8709677419354838,-0.7741935483870968,155.0,alfranken,0.042936686,D,1,16,
745,416694,30720467430015000,0.26,-1.0,-0.8333333333333334,-0.6666666666666666,12.0,alfranken,0.042936686,D,1,16,
746,260187,30720467430015000,0.08,-1.0,-0.4,-0.39999999999999997,5.0,alfranken,0.042936686,D,1,16,
747,227097,30720467430015000,0.58,-2.0,-1.0357142857142856,-0.6428571428571429,28.0,alfranken,0.042936686,D,1,16,
748,284881,30720467430015000,0.02,-1.0,-0.9767441860465118,-0.8604651162790697,43.0,alfranken,0.042936686,D,1,16,
749,1166948,30720467430015000,0.08,-2.0,-1.4594594594594597,-0.972972972972973,37.0,alfranken,0.042936686,D,1,16,
750,61487,30720467430015000,0.26,2.0,0.0,0.0,2.0,alfranken,0.042936686,D,1,16,
751,373452,30720467430015000,0.53,-2.0,-0.9430379746835443,-0.6170886075949367,316.0,alfranken,0.042936686,D,1,16,
752,1298421,30720467430015000,0.04,-1.0,-1.0499999999999998,-0.8583333333333333,120.0,alfranken,0.042936686,D,1,16,
753,1131074,30720467430015000,0.05,-1.0,-0.6,-0.6,5.0,alfranken,0.042936686,D,1,16,
754,538063,30720467430015000,0.62,,,,,alfranken,0.042936686,D,1,16,
755,317722,30720467430015000,0.35,-1.0,-1.2307692307692308,-1.0,13.0,alfranken,0.042936686,D,1,16,
756,414949,30720467430015000,0.05,0.0,0.0,0.0,2.0,alfranken,0.042936686,D,1,16,
757,1407987,30720467430015000,0.12,-1.0,-1.0121951219512195,-0.7682926829268292,82.0,alfranken,0.042936686,D,1,16,
758,624537,30720467430015000,0.23,-2.0,-1.0760869565217392,-0.6086956521739131,92.0,alfranken,0.042936686,D,1,16,
759,114023,30720467430015000,0.02,-2.0,-1.5,-1.0,2.0,alfranken,0.042936686,D,1,16,
760,389335,30720467430015000,0.17,-1.0,-1.0,-1.0,2.0,alfranken,0.042936686,D,1,16,
761,314016,30720467430015000,0.05,-1.0,-0.75,-0.625,8.0,alfranken,0.042936686,D,1,16,
762,249429,30720467430015000,0.01,-1.0,-1.0886850152905199,-0.918960244648318,654.0,alfranken,0.042936686,D,1,16,
763,550635,30720467430015000,0.01,-1.0,-1.1604938271604937,-0.7901234567901234,81.0,alfranken,0.042936686,D,1,16,
764,1303642,30720467430015000,0.07,-1.0,-1.0253164556962027,-0.7848101265822786,79.0,alfranken,0.042936686,D,1,16,
765,1493112,30720467430015000,0.4,-1.0,-1.0999999999999999,-0.75,20.0,alfranken,0.042936686,D,1,16,
766,378338,30720467430015000,0.16,-1.0,0.0,-0.3333333333333333,6.0,alfranken,0.042936686,D,1,16,
767,320001,30720467430015000,0.01,-1.0,-0.9180327868852458,-0.6393442622950819,61.0,alfranken,0.042936686,D,1,16,
768,365616,30720467430015000,0.18,-1.0,-0.8032786885245901,-0.6229508196721312,61.0,alfranken,0.042936686,D,1,16,
769,545160,30720467430015000,0.0,-1.0,-0.894736842105263,-0.6842105263157895,19.0,alfranken,0.042936686,D,1,16,
770,1006219,30720467430015000,0.03,-1.0,-0.9615384615384616,-0.8461538461538461,26.0,alfranken,0.042936686,D,1,16,
771,444551,30720467430015000,0.0,0.0,-0.6666666666666666,-0.5,6.0,alfranken,0.042936686,D,1,16,
772,418284,30720467430015000,0.81,-1.0,-1.0,-0.7058823529411764,17.0,alfranken,0.042936686,D,1,16,
773,441029,30720467430015000,0.84,-2.0,-1.75,-1.0,4.0,alfranken,0.042936686,D,1,16,
774,1341403,30720467430015000,0.22,-1.0,-0.8888888888888888,-0.6666666666666666,36.0,alfranken,0.042936686,D,1,16,
775,428855,30720467430015000,0.33,-1.0,-0.95578231292517,-0.7517006802721089,294.0,alfranken,0.042936686,D,1,16,
776,36244,30720467430015000,0.63,-1.0,-0.6578947368421052,-0.5526315789473684,38.0,alfranken,0.042936686,D,1,16,
777,347205,30720467430015000,0.11,-1.0,-0.9084507042253522,-0.8403755868544601,426.0,alfranken,0.042936686,D,1,16,
778,180424,30720467430015000,0.1,-1.0,-0.9555555555555555,-0.6888888888888889,45.0,alfranken,0.042936686,D,1,16,
779,392953,30720467430015000,0.28,-1.0,-0.9818688981868897,-0.7447698744769874,717.0,alfranken,0.042936686,D,1,16,
780,348304,30720467430015000,0.08,-1.0,-1.0155038759689923,-0.7286821705426356,129.0,alfranken,0.042936686,D,1,16,
781,228692,30720467430015000,0.03,,,,,alfranken,0.042936686,D,1,16,
782,632527,30720467430015000,0.22,-1.0,-0.8658536585365855,-0.6707317073170732,82.0,alfranken,0.042936686,D,1,16,
783,293125,30720467430015000,0.17,-1.0,-0.8579743888242142,-0.6717112922002328,859.0,alfranken,0.042936686,D,1,16,
784,390064,30720467430015000,0.04,-1.0,-0.9811320754716981,-0.7547169811320755,53.0,alfranken,0.042936686,D,1,16,
785,123141,30720467430015000,0.1,-2.0,-1.4421052631578948,-0.8631578947368421,95.0,alfranken,0.042936686,D,1,16,
786,1327583,30720467430015000,0.06,-2.0,-1.1983471074380168,-0.768595041322314,121.0,alfranken,0.042936686,D,1,16,
787,350253,30720467430015000,0.0,-1.0,-0.9696969696969697,-0.696969696969697,33.0,alfranken,0.042936686,D,1,16,
788,1218228,30720467430015000,0.0,-1.0,-0.58,-0.5,50.0,alfranken,0.042936686,D,1,16,
789,331185,30720467430015000,0.04,-1.0,-1.0,-1.0,3.0,alfranken,0.042936686,D,1,16,
790,358324,30720467430015000,0.21,-2.0,-2.0,-1.0,2.0,alfranken,0.042936686,D,1,16,
791,563954,30720467430015000,0.03,-1.0,-0.9,-0.7999999999999999,20.0,alfranken,0.042936686,D,1,16,
792,489487,30720467430015000,0.22,-1.0,-1.0780669144981414,-0.7323420074349443,269.0,alfranken,0.042936686,D,1,16,
793,1200669,30720467430015000,0.34,-1.0,-1.1341463414634145,-0.7926829268292682,82.0,alfranken,0.042936686,D,1,16,
794,1269328,70587488804159504,0.04,-1.0,-0.875,-0.875,8.0,SenatorHarkin,0.06528428,D,1,6,
795,304429,70587488804159504,0.01,-1.0,-0.6875,-0.5833333333333334,48.0,SenatorHarkin,0.06528428,D,1,6,
796,467102,70587488804159504,0.09,-1.0,-0.7272727272727273,-0.7090909090909091,55.0,SenatorHarkin,0.06528428,D,1,6,
797,269778,111141652915167008,0.47,-1.0,-0.9184782608695653,-0.8097826086956521,184.0,FrankLautenberg,0.061494164,D,1,14,Democrat In-Group
798,238099,111141652915167008,0.07,-1.0,-0.8,-0.8,10.0,FrankLautenberg,0.061494164,D,1,14,Democrat In-Group
799,66819,111170741835284000,0.09,-1.0,-1.0,-1.0,1.0,repjimcooper,0.09290741,D,0,0,
800,705997,70947702644555800,0.42,-1.0,-0.7176470588235293,-0.5941176470588235,170.0,RepJimMcDermott,0.09578765,D,1,8,
801,344236,70947702644555800,0.23,-1.0,-0.9999999999999999,-0.7285714285714285,70.0,RepJimMcDermott,0.09578765,D,1,8,
802,563337,70947702644555800,0.3,-1.0,-0.34065934065934067,-0.37362637362637363,91.0,RepJimMcDermott,0.09578765,D,1,8,
803,476319,70947702644555800,0.22,-1.0,-0.9247787610619469,-0.6814159292035399,226.0,RepJimMcDermott,0.09578765,D,1,8,
804,877472,121574918453346000,0.29,-1.0,-1.1954022988505748,-0.8007662835249042,261.0,RepKucinich,0.2313053,D,1,0,
805,205820,121574918453346000,0.23,1.0,1.0,1.0,1.0,RepKucinich,0.2313053,D,1,0,
806,339382,121574918453346000,0.09,-1.0,-1.1176470588235294,-0.8088235294117647,68.0,RepKucinich,0.2313053,D,1,0,
807,857155,121574918453346000,0.39,-2.0,-2.0,-1.0,4.0,RepKucinich,0.2313053,D,1,0,
808,829866,121574918453346000,0.35,-2.0,-1.5999999999999999,-0.871604938271605,405.0,RepKucinich,0.2313053,D,1,0,
809,310624,121574918453346000,0.09,-1.0,-0.9154929577464789,-0.732394366197183,71.0,RepKucinich,0.2313053,D,1,0,
810,844824,121574918453346000,0.52,-2.0,-1.8888888888888888,-1.0,27.0,RepKucinich,0.2313053,D,1,0,
811,158342,121574918453346000,0.23,-1.0,-1.1071428571428572,-0.8303571428571429,112.0,RepKucinich,0.2313053,D,1,0,
812,400650,121574918453346000,0.04,-1.0,-0.43507588532883645,-0.49409780775716694,593.0,RepKucinich,0.2313053,D,1,0,
813,720659,121574918453346000,0.18,-1.0,-0.8333333333333334,-0.8333333333333333,12.0,RepKucinich,0.2313053,D,1,0,
814,1294852,121574918453346000,0.24,-1.0,-0.6499999999999999,-0.5,20.0,RepKucinich,0.2313053,D,1,0,
815,882761,121574918453346000,0.28,,,,,RepKucinich,0.2313053,D,1,0,
816,181024,121713806576591008,0.65,-1.0,-1.00381679389313,-0.6908396946564885,262.0,alfranken,0.06513794,D,1,15,
817,923659,121713806576591008,0.59,-1.0,-0.42857142857142855,-0.42857142857142855,7.0,alfranken,0.06513794,D,1,15,
818,323336,121713806576591008,0.03,-1.0,-1.0155440414507773,-0.7202072538860104,193.0,alfranken,0.06513794,D,1,15,
819,452778,121713806576591008,0.01,-1.0,-1.263157894736842,-0.8947368421052632,19.0,alfranken,0.06513794,D,1,15,
820,455997,121713806576591008,0.01,-1.0,-1.125,-0.9375,16.0,alfranken,0.06513794,D,1,15,
821,262546,121713806576591008,0.28,-2.0,-1.5384615384615383,-1.0,13.0,alfranken,0.06513794,D,1,15,
822,340573,121713806576591008,0.91,-1.0,-0.9751773049645391,-0.9078014184397163,282.0,alfranken,0.06513794,D,1,15,
823,1179514,121713806576591008,0.0,-1.0,-0.635036496350365,-0.5985401459854015,137.0,alfranken,0.06513794,D,1,15,
824,467649,121713806576591008,0.22,-1.0,-1.0036630036630036,-0.8388278388278388,819.0,alfranken,0.06513794,D,1,15,
825,511760,121713806576591008,0.0,-1.0,-1.049382716049383,-0.7654320987654321,81.0,alfranken,0.06513794,D,1,15,
826,1074042,121713806576591008,0.07,-1.0,-1.0,-0.7364341085271318,129.0,alfranken,0.06513794,D,1,15,
827,295816,121713806576591008,0.38,-1.0,-0.7597402597402597,-0.6103896103896105,154.0,alfranken,0.06513794,D,1,15,
828,868299,121713806576591008,0.74,-1.0,-0.9130434782608696,-0.6086956521739131,23.0,alfranken,0.06513794,D,1,15,
829,184959,121713806576591008,0.87,-1.0,-0.6095238095238096,-0.5523809523809524,105.0,alfranken,0.06513794,D,1,15,
830,1148573,121713806576591008,0.08,-1.0,-1.236842105263158,-0.8421052631578947,38.0,alfranken,0.06513794,D,1,15,
831,479151,121713806576591008,0.22,-2.0,-2.0,-1.0,1.0,alfranken,0.06513794,D,1,15,
832,268608,121713806576591008,0.84,,,,,alfranken,0.06513794,D,1,15,
833,1254656,61890971683651600,0.76,-2.0,-1.676659528907923,-0.9421841541755889,467.0,Berkley4Senate,0.086992525,D,0,0,
834,1359375,61890971683651600,0.03,2.0,0.5172413793103449,0.2068965517241379,29.0,Berkley4Senate,0.086992525,D,0,0,
835,11850,72137351052279808,0.19,0.0,0.0,-0.2,5.0,SenatorBegich,0.0437024,D,0,0,
836,530185,72137351052279808,0.27,-1.0,-1.3333333333333333,-1.0,3.0,SenatorBegich,0.0437024,D,0,0,
837,706968,72137351052279808,0.17,-1.0,-1.0,-1.0,3.0,SenatorBegich,0.0437024,D,0,0,
838,950792,52791515436683296,0.08,-1.0,-0.513157894736842,-0.5230263157894737,304.0,SenatorBoxer,0.098332204,D,1,18,
839,377440,52799707990335504,0.15,-2.0,-1.4084967320261441,-0.869281045751634,306.0,russfeingold,0.054148007,D,0,0,
840,978150,52799707990335504,0.69,-1.0,-1.1944444444444444,-0.8611111111111112,72.0,russfeingold,0.054148007,D,0,0,
841,603797,52799707990335504,0.18,-1.0,-0.8197492163009404,-0.6677115987460814,638.0,russfeingold,0.054148007,D,0,0,
842,620019,52799707990335504,0.23,-1.0,-0.9962686567164178,-0.8619402985074627,268.0,russfeingold,0.054148007,D,0,0,
843,1562549,52799707990335504,0.36,-2.0,-0.8875000000000001,-0.6125,80.0,russfeingold,0.054148007,D,0,0,
844,345670,52799707990335504,0.05,-1.0,-0.7878787878787878,-0.7474747474747475,99.0,russfeingold,0.054148007,D,0,0,
845,472465,52799707990335504,0.8,-2.0,-1.1238938053097347,-0.7433628318584071,113.0,russfeingold,0.054148007,D,0,0,
846,541310,52799707990335504,0.1,-1.0,-0.9523809523809522,-0.7619047619047619,21.0,russfeingold,0.054148007,D,0,0,
847,903975,52799707990335504,0.03,-1.0,-0.5862068965517242,-0.5172413793103448,29.0,russfeingold,0.054148007,D,0,0,
848,620019,52799707990335504,0.23,-1.0,-0.9962686567164178,-0.8619402985074627,268.0,russfeingold,0.054148007,D,0,0,
849,392959,52799707990335504,0.38,-1.0,-0.7272727272727273,-0.8181818181818181,11.0,russfeingold,0.054148007,D,0,0,
850,334565,52799707990335504,0.81,-2.0,-1.1794871794871797,-0.7743589743589744,195.0,russfeingold,0.054148007,D,0,0,
851,182268,52799707990335504,0.61,0.0,0.0,0.0,1.0,russfeingold,0.054148007,D,0,0,
852,1497237,52799707990335504,0.04,,,,,russfeingold,0.054148007,D,0,0,
853,399787,52799707990335504,0.35,-1.0,-0.9642857142857143,-0.75,56.0,russfeingold,0.054148007,D,0,0,
854,568963,52799707990335504,0.04,-2.0,-1.5726315789473686,-0.8821052631578947,475.0,russfeingold,0.054148007,D,0,0,
855,214928,52799707990335504,0.4,,,,,russfeingold,0.054148007,D,0,0,
856,239109,52799707990335504,0.01,-1.0,-1.012121212121212,-0.7575757575757576,165.0,russfeingold,0.054148007,D,0,0,
857,198006,52799707990335504,0.01,-2.0,-2.0,-1.0,1.0,russfeingold,0.054148007,D,0,0,
858,406500,52799707990335504,0.05,-1.0,-0.6648044692737431,-0.5307262569832402,179.0,russfeingold,0.054148007,D,0,0,
859,214505,52799707990335504,0.02,-1.0,-0.9914529914529914,-0.7606837606837606,117.0,russfeingold,0.054148007,D,0,0,
860,233253,52799707990335504,0.0,-2.0,-1.5909090909090908,-0.9545454545454546,22.0,russfeingold,0.054148007,D,0,0,
861,1339782,52799707990335504,0.05,-1.0,-1.0188679245283019,-0.8301886792452831,53.0,russfeingold,0.054148007,D,0,0,
862,488076,52799707990335504,0.0,-1.0,-1.0,-1.0,1.0,russfeingold,0.054148007,D,0,0,
863,253390,52799707990335504,0.4,-2.0,-1.3738317757009346,-0.8753894080996885,321.0,russfeingold,0.054148007,D,0,0,
864,458771,52799707990335504,0.11,-1.0,-0.9846153846153844,-0.7538461538461538,65.0,russfeingold,0.054148007,D,0,0,
865,292418,52799707990335504,0.02,-1.0,-1.0,-1.0,1.0,russfeingold,0.054148007,D,0,0,
866,107121,52799707990335504,0.03,-2.0,-1.6666666666666665,-1.0,3.0,russfeingold,0.054148007,D,0,0,
867,887793,52799707990335504,0.03,-1.0,-1.1724137931034482,-0.9137931034482759,58.0,russfeingold,0.054148007,D,0,0,
868,436362,52799707990335504,0.98,-1.0,-1.0310262529832936,-0.7971360381861575,419.0,russfeingold,0.054148007,D,0,0,
869,139688,52799707990335504,0.25,-2.0,-1.4747474747474747,-0.9461279461279462,297.0,russfeingold,0.054148007,D,0,0,
870,421258,52799707990335504,0.33,-2.0,-1.313953488372093,-0.8255813953488371,86.0,russfeingold,0.054148007,D,0,0,
871,1579982,52799707990335504,0.09,-1.0,-1.0,-1.0,5.0,russfeingold,0.054148007,D,0,0,
872,1022423,52799707990335504,0.0,-1.0,-0.9333333333333333,-0.711111111111111,45.0,russfeingold,0.054148007,D,0,0,
873,514504,52799707990335504,0.07,0.0,-0.84375,-0.53125,32.0,russfeingold,0.054148007,D,0,0,
874,185030,52799707990335504,0.13,-2.0,-1.293103448275862,-0.8448275862068966,58.0,russfeingold,0.054148007,D,0,0,
875,478916,52799707990335504,0.44,-2.0,-1.25,-0.75,4.0,russfeingold,0.054148007,D,0,0,
876,829496,52799707990335504,0.0,0.0,-0.5230769230769231,-0.4,65.0,russfeingold,0.054148007,D,0,0,
877,306866,52799707990335504,0.03,-1.0,-1.09375,-0.765625,64.0,russfeingold,0.054148007,D,0,0,
878,96160,52799707990335504,0.12,-2.0,-1.1428571428571428,-0.7142857142857143,7.0,russfeingold,0.054148007,D,0,0,
879,1164588,52799707990335504,0.11,-1.0,-0.625,-0.5,8.0,russfeingold,0.054148007,D,0,0,
880,503796,52799707990335504,0.07,2.0,0.5,0.0,2.0,russfeingold,0.054148007,D,0,0,
881,258996,52799707990335504,0.17,-1.0,-0.7857142857142857,-0.75,84.0,russfeingold,0.054148007,D,0,0,
882,478923,52799707990335504,0.03,-1.0,-1.1408450704225352,-0.8450704225352113,71.0,russfeingold,0.054148007,D,0,0,
883,134874,52799707990335504,0.7,-2.0,-1.391304347826087,-0.9130434782608695,23.0,russfeingold,0.054148007,D,0,0,
884,1433395,52799707990335504,0.0,-1.0,-0.8709677419354839,-0.7096774193548387,93.0,russfeingold,0.054148007,D,0,0,
885,420948,52799707990335504,0.1,0.0,0.0,0.0,1.0,russfeingold,0.054148007,D,0,0,
886,579117,52799707990335504,0.61,-2.0,-1.5,-1.0,4.0,russfeingold,0.054148007,D,0,0,
887,1294435,52799707990335504,0.01,-1.0,-1.0503597122302157,-0.7338129496402878,139.0,russfeingold,0.054148007,D,0,0,
888,242795,52799707990335504,0.02,-1.0,-0.8969072164948454,-0.6494845360824743,97.0,russfeingold,0.054148007,D,0,0,
889,867093,52799707990335504,0.02,-1.0,-1.0,-1.0,1.0,russfeingold,0.054148007,D,0,0,
890,615988,52799707990335504,0.69,0.0,0.0,0.0,1.0,russfeingold,0.054148007,D,0,0,
891,450729,52799707990335504,0.03,-1.0,-1.1111111111111112,-0.9444444444444444,18.0,russfeingold,0.054148007,D,0,0,
892,577067,52799707990335504,0.89,-1.0,-0.9230769230769231,-0.6483516483516483,91.0,russfeingold,0.054148007,D,0,0,
893,588928,52799707990335504,0.47,-1.0,-1.0,-1.0,1.0,russfeingold,0.054148007,D,0,0,
894,381205,52799707990335504,0.4,,,,,russfeingold,0.054148007,D,0,0,
895,1550205,52799707990335504,0.38,-1.0,-1.0,-1.0,2.0,russfeingold,0.054148007,D,0,0,
896,1458614,52799707990335504,0.02,-1.0,-1.1097560975609755,-0.9146341463414634,82.0,russfeingold,0.054148007,D,0,0,
897,1228351,52799707990335504,0.03,-1.0,-0.92,-0.8,25.0,russfeingold,0.054148007,D,0,0,
898,337962,52799707990335504,0.11,-1.0,-0.8939828080229226,-0.670487106017192,349.0,russfeingold,0.054148007,D,0,0,
899,604363,52799707990335504,0.73,-1.0,-0.10526315789473684,-0.23684210526315796,38.0,russfeingold,0.054148007,D,0,0,
